sess0001, 000900, 119, 205, COMM, 75, 1, 75.000000, ZIC, 8210, 32, 256.562500, 119, 205, 
sess0002, 000900, 121, 147, COMM, 73, 1, 73.000000, ZIC, 7748, 32, 242.125000, 121, 147, 
sess0003, 000900, 110, 134, COMM, 39, 1, 39.000000, ZIC, 7797, 32, 243.656250, 110, 134, 
sess0004, 000900, 101, 132, COMM, 325, 1, 325.000000, ZIC, 6968, 32, 217.750000, 101, 132, 
sess0005, 000900, 96, 146, COMM, 278, 1, 278.000000, ZIC, 8514, 32, 266.062500, 96, 146, 
sess0006, 000900, 109, 123, COMM, 833, 1, 833.000000, ZIC, 7428, 32, 232.125000, 109, 123, 
sess0007, 000900, 73, 162, COMM, 442, 1, 442.000000, ZIC, 8293, 32, 259.156250, 73, 162, 
sess0008, 000900, 85, 161, COMM, 57, 1, 57.000000, ZIC, 7546, 32, 235.812500, 85, 161, 
sess0009, 000900, 70, 148, COMM, 274, 1, 274.000000, ZIC, 7368, 32, 230.250000, 70, 148, 
sess0010, 000900, 115, 129, COMM, 514, 1, 514.000000, ZIC, 8159, 32, 254.968750, 115, 129, 
sess0011, 000900, 125, 135, COMM, 209, 1, 209.000000, ZIC, 7520, 32, 235.000000, 125, 135, 
sess0012, 000900, 92, 139, COMM, 501, 1, 501.000000, ZIC, 6999, 32, 218.718750, 92, 139, 
sess0013, 000900, 82, 144, COMM, 191, 1, 191.000000, ZIC, 8593, 32, 268.531250, 82, 144, 
sess0014, 000900, 96, 122, COMM, 194, 1, 194.000000, ZIC, 8069, 32, 252.156250, 96, 122, 
sess0015, 000900, 102, 143, COMM, 445, 1, 445.000000, ZIC, 8479, 32, 264.968750, 102, 143, 
sess0016, 000900, 114, 143, COMM, 71, 1, 71.000000, ZIC, 7293, 32, 227.906250, 114, 143, 
sess0017, 000900, 100, 140, COMM, 69, 1, 69.000000, ZIC, 7271, 32, 227.218750, 100, 140, 
sess0018, 000900, 85, 149, COMM, 159, 1, 159.000000, ZIC, 7857, 32, 245.531250, 85, 149, 
sess0019, 000900, 112, 129, COMM, 138, 1, 138.000000, ZIC, 7628, 32, 238.375000, 112, 129, 
sess0020, 000900, 119, 126, COMM, 59, 1, 59.000000, ZIC, 7686, 32, 240.187500, 119, 126, 
sess0021, 000900, 94, 119, COMM, 141, 1, 141.000000, ZIC, 8457, 32, 264.281250, 94, 119, 
sess0022, 000900, 111, 167, COMM, 231, 1, 231.000000, ZIC, 8013, 32, 250.406250, 111, 167, 
sess0023, 000900, 116, 142, COMM, 45, 1, 45.000000, ZIC, 8212, 32, 256.625000, 116, 142, 
sess0024, 000900, 102, 153, COMM, 42, 1, 42.000000, ZIC, 8303, 32, 259.468750, 102, 153, 
sess0025, 000900, 100, 114, COMM, 781, 1, 781.000000, ZIC, 8919, 32, 278.718750, 100, 114, 
sess0026, 000900, 84, 140, COMM, 219, 1, 219.000000, ZIC, 7549, 32, 235.906250, 84, 140, 
sess0027, 000900, 114, 127, COMM, 197, 1, 197.000000, ZIC, 8292, 32, 259.125000, 114, 127, 
sess0028, 000900, 119, 137, COMM, 101, 1, 101.000000, ZIC, 8421, 32, 263.156250, 119, 137, 
sess0029, 000900, 103, 155, COMM, 203, 1, 203.000000, ZIC, 8450, 32, 264.062500, 103, 155, 
sess0030, 000900, 83, 112, COMM, 446, 1, 446.000000, ZIC, 8982, 32, 280.687500, 83, 112, 
sess0031, 000900, 67, 119, COMM, 0, 1, 0.000000, ZIC, 8253, 32, 257.906250, 67, 119, 
sess0032, 000900, 88, 148, COMM, 389, 1, 389.000000, ZIC, 7724, 32, 241.375000, 88, 148, 
